image_id,dino_conv,dino_rand,lpips_conv,lpips_rand,supported
857228,0.9937185049057007,0.07878150810886707,0.6449553171793619,0.7745234817266464,True
228928,0.9974008401234945,0.11206049225126792,0.649748682975769,0.884734760437693,True
33753,0.9916303555170695,0.13504035005878126,0.6857776641845703,0.7555320901530129,True
854398,0.9986525774002075,0.0461671680345067,0.5634718338648478,0.8376997794423785,True
518216,0.9932441512743632,0.04272670608146915,0.584164559841156,0.7492723188229969,True
